age,job,marital,education,default,balance,housing,loan,pdays,previous,poutcome,result
29,blue-collar,married,secondary,no,508,yes,yes,-1,0,unknown,fail
31,technician,married,tertiary,no,0,yes,yes,-1,0,unknown,fail
35,self-employed,single,tertiary,no,1129,yes,no,184,2,failure,fail
56,blue-collar,married,secondary,no,2750,no,no,-1,0,unknown,fail
33,technician,single,tertiary,no,1190,yes,no,252,4,failure,fail
41,admin.,married,secondary,no,-396,,no,-1,0,unknown,fail
49,services,married,secondary,no,0,yes,no,-1,0,unknown,fail
50,blue-collar,married,primary,no,888,no,yes,-1,0,unknown,fail
39,admin.,divorced,secondary,no,284,yes,yes,-1,0,unknown,fail
30,blue-collar,divorced,primary,no,-258,yes,no,-1,0,unknown,fail
36,unemployed,single,tertiary,no,221,no,no,-1,0,unknown,fail
57,admin.,married,primary,no,853,yes,no,-1,0,unknown,fail
46,blue-collar,married,secondary,no,398,yes,yes,-1,0,unknown,fail
53,technician,married,secondary,no,163,yes,yes,-1,0,unknown,fail
45,management,divorced,tertiary,no,702,no,yes,-1,0,unknown,fail
46,technician,divorced,secondary,no,3455,yes,no,190,2,failure,fail
31,services,divorced,secondary,no,39,yes,no,-1,0,unknown,fail
33,services,married,secondary,no,0,yes,no,-1,0,unknown,fail
31,management,single,tertiary,no,12569,no,no,295,1,failure,success
47,admin.,married,unknown,no,0,yes,no,-1,0,unknown,fail
34,blue-collar,single,secondary,yes,-369,yes,no,-1,0,unknown,fail
27,blue-collar,single,primary,no,540,no,no,-1,0,unknown,fail
41,blue-collar,married,secondary,no,343,,no,-1,0,unknown,fail
35,management,married,tertiary,no,1485,yes,no,,0,unknown,fail
49,management,married,secondary,no,99,yes,no,343,1,failure,success
32,blue-collar,single,primary,no,3595,yes,no,-1,0,unknown,fail
34,services,married,secondary,no,302,yes,no,-1,0,unknown,fail
49,admin.,married,secondary,no,0,no,no,-1,0,unknown,success
79,retired,married,primary,no,3481,no,no,-1,0,unknown,fail
20,student,single,primary,no,6991,no,no,-1,0,unknown,success
43,blue-collar,married,primary,no,223,yes,no,204,2,other,fail
37,blue-collar,divorced,secondary,no,-175,yes,no,-1,0,unknown,fail
38,management,single,tertiary,no,175,yes,yes,-1,0,unknown,fail
60,unknown,married,unknown,no,652,no,no,-1,0,unknown,fail
52,blue-collar,married,secondary,no,543,yes,no,-1,0,unknown,fail
37,admin.,married,tertiary,no,2741,no,no,-1,0,unknown,fail
49,admin.,divorced,secondary,no,-73,yes,no,-1,0,unknown,fail
46,blue-collar,married,primary,no,0,yes,no,-1,0,unknown,fail
47,entrepreneur,married,secondary,no,583,yes,no,258,2,failure,fail
60,retired,married,secondary,no,523,no,no,-1,0,unknown,success
41,blue-collar,married,secondary,yes,-204,yes,no,-1,0,unknown,fail
33,services,married,tertiary,no,597,no,no,-1,0,unknown,fail
31,services,single,secondary,no,258,yes,no,-1,0,unknown,fail
59,blue-collar,divorced,primary,no,867,yes,no,-1,0,unknown,fail
32,blue-collar,married,secondary,no,257,yes,yes,239,1,other,fail
44,housemaid,married,primary,no,2351,no,no,-1,0,,fail
48,blue-collar,single,secondary,no,312,yes,yes,-1,0,unknown,fail
31,management,single,tertiary,no,4247,no,no,-1,0,unknown,fail
33,unemployed,married,secondary,no,66,no,yes,-1,0,unknown,fail
43,unemployed,married,secondary,no,1943,yes,no,136,2,failure,fail
43,blue-collar,married,primary,no,632,yes,no,-1,0,unknown,fail
27,services,single,secondary,no,0,no,yes,-1,0,unknown,fail
63,entrepreneur,married,primary,no,2287,no,no,-1,0,unknown,fail
30,management,married,tertiary,no,2694,no,no,-1,0,unknown,fail
48,blue-collar,married,primary,no,-254,yes,no,346,1,other,fail
30,student,single,tertiary,no,3300,no,no,-1,0,unknown,success
37,technician,married,secondary,no,183,yes,no,-1,0,unknown,fail
55,services,married,secondary,no,2120,no,no,-1,0,unknown,fail
58,technician,married,secondary,no,201,no,no,-1,0,unknown,fail
51,admin.,married,secondary,no,949,no,no,-1,0,unknown,success
46,technician,married,secondary,no,488,no,no,-1,0,unknown,fail
30,management,single,tertiary,no,533,no,no,99,4,success,success
48,blue-collar,married,primary,no,762,yes,no,-1,0,unknown,fail
43,admin.,divorced,secondary,no,777,yes,no,-1,0,unknown,fail
43,blue-collar,married,secondary,no,408,yes,no,838,3,other,fail
48,management,divorced,tertiary,no,1401,yes,no,-1,0,unknown,fail
31,unknown,single,tertiary,no,0,no,no,-1,0,unknown,fail
46,housemaid,single,tertiary,no,1328,no,no,-1,0,unknown,fail
53,technician,single,tertiary,no,1,no,no,-1,0,unknown,fail
30,management,married,tertiary,no,1185,yes,no,-1,0,unknown,fail
36,services,divorced,secondary,no,54,yes,no,-1,0,unknown,fail
38,admin.,married,secondary,no,260,yes,no,-1,0,unknown,fail
36,blue-collar,married,secondary,no,142,yes,no,-1,0,unknown,fail
49,housemaid,married,tertiary,no,443,no,no,-1,0,unknown,fail
26,management,single,tertiary,no,3,yes,no,-1,0,unknown,fail
55,blue-collar,married,secondary,no,176,no,yes,-1,0,unknown,fail
31,services,single,secondary,no,2251,yes,yes,-1,0,unknown,fail
48,blue-collar,married,primary,no,1778,yes,no,-1,0,unknown,fail
38,services,married,secondary,no,773,yes,no,359,1,other,fail
54,management,married,tertiary,no,1502,no,no,-1,0,unknown,fail
27,admin.,married,secondary,no,941,yes,no,-1,0,unknown,fail
36,unemployed,married,secondary,no,1466,yes,no,-1,0,unknown,fail
32,blue-collar,single,secondary,no,0,no,no,-1,0,unknown,fail
42,admin.,divorced,secondary,no,5354,yes,no,-1,0,unknown,fail
37,housemaid,married,secondary,no,285,no,no,-1,0,unknown,fail
48,admin.,married,secondary,no,112,no,no,-1,0,unknown,fail
44,blue-collar,married,secondary,no,1087,yes,no,-1,0,unknown,fail
38,entrepreneur,married,secondary,no,0,yes,yes,-1,0,unknown,fail
55,services,divorced,primary,no,653,no,no,-1,0,unknown,fail
34,technician,married,secondary,no,46,yes,yes,-1,0,unknown,fail
30,technician,single,secondary,no,3927,yes,no,-1,0,unknown,fail
34,management,single,tertiary,no,2576,yes,yes,-1,0,unknown,fail
57,admin.,married,secondary,no,2137,no,no,-1,0,unknown,fail
25,technician,single,secondary,no,582,no,yes,-1,0,unknown,fail
46,technician,married,secondary,no,198,yes,no,2,6,other,fail
27,admin.,single,secondary,no,349,yes,no,-1,0,unknown,fail
47,management,married,secondary,yes,0,no,yes,-1,0,unknown,fail
38,services,married,primary,no,0,yes,yes,171,2,other,fail
36,services,divorced,secondary,no,115,no,no,-1,0,unknown,fail
78,retired,divorced,primary,no,4917,no,no,-1,0,unknown,fail
26,student,single,secondary,no,100,no,no,-1,0,unknown,success
31,blue-collar,married,primary,no,2085,yes,yes,-1,0,unknown,fail
27,unemployed,single,secondary,no,259,yes,no,-1,0,unknown,fail
36,entrepreneur,married,secondary,no,660,yes,yes,-1,0,unknown,fail
34,management,single,tertiary,no,417,yes,no,174,15,failure,success
32,technician,single,secondary,no,5118,yes,no,-1,0,unknown,fail
41,admin.,married,secondary,no,-18,,yes,-1,0,unknown,fail
42,admin.,single,secondary,no,-247,yes,yes,28,2,success,fail
48,blue-collar,married,primary,no,1092,no,yes,172,8,failure,fail
36,technician,married,secondary,no,1659,no,no,-1,0,unknown,fail
49,technician,divorced,secondary,no,30,no,yes,-1,0,unknown,fail
42,services,married,primary,no,5879,yes,no,-1,0,unknown,fail
39,management,divorced,tertiary,no,115,no,no,-1,0,unknown,fail
30,technician,single,tertiary,no,255,yes,no,-1,0,unknown,fail
50,management,married,secondary,no,-1,no,no,-1,0,unknown,fail
48,unemployed,married,primary,no,1296,no,no,-1,0,,fail
45,housemaid,married,secondary,no,20187,yes,no,-1,0,unknown,fail
44,self-employed,married,secondary,no,706,no,no,-1,0,unknown,success
37,blue-collar,single,unknown,no,3044,yes,no,-1,0,unknown,fail
38,admin.,married,secondary,no,545,no,no,-1,0,unknown,fail
47,self-employed,divorced,secondary,no,218,yes,no,-1,0,unknown,fail
37,admin.,married,tertiary,no,0,yes,no,119,1,failure,fail
46,management,single,tertiary,no,2987,yes,no,-1,0,unknown,fail
28,technician,single,secondary,no,1241,no,no,-1,0,unknown,fail
29,unemployed,single,primary,no,1027,no,no,-1,0,unknown,fail
62,retired,married,secondary,no,569,no,no,180,6,success,success
46,entrepreneur,married,tertiary,no,25204,yes,yes,-1,0,unknown,fail
43,unemployed,married,primary,no,-178,yes,no,-1,0,unknown,fail
68,retired,married,secondary,no,0,no,no,-1,0,unknown,success
36,management,divorced,tertiary,no,0,no,no,-1,0,unknown,fail
48,admin.,divorced,secondary,no,0,yes,yes,89,1,failure,fail
28,blue-collar,single,secondary,no,1232,yes,no,-1,0,unknown,fail
54,housemaid,married,tertiary,no,2473,no,no,-1,0,unknown,success
33,management,single,tertiary,no,54,no,no,-1,0,unknown,fail
25,student,married,secondary,no,37,no,no,-1,0,unknown,fail
35,unemployed,married,primary,no,3285,no,no,-1,0,unknown,success
28,technician,single,secondary,no,417,yes,yes,366,2,other,fail
28,blue-collar,single,secondary,no,0,yes,no,-1,0,unknown,fail
44,technician,married,secondary,no,-153,no,yes,-1,0,unknown,fail
48,management,married,secondary,no,141,no,no,-1,0,unknown,fail
26,admin.,single,tertiary,no,313,no,yes,96,2,success,success
58,retired,married,tertiary,no,-607,no,yes,-1,0,unknown,fail
40,technician,single,secondary,no,822,yes,yes,245,3,failure,fail
56,management,married,tertiary,no,2333,no,no,-1,0,unknown,success
37,technician,married,secondary,no,1458,no,no,326,1,success,fail
32,entrepreneur,divorced,secondary,no,252,no,yes,-1,0,unknown,fail
55,management,married,unknown,no,179,no,no,-1,0,unknown,fail
41,admin.,single,tertiary,no,873,yes,no,-1,0,unknown,fail
36,technician,married,secondary,no,1508,no,no,185,8,failure,fail
39,management,married,secondary,no,794,yes,no,243,3,failure,fail
37,blue-collar,married,primary,no,7,no,no,-1,0,unknown,fail
33,services,married,secondary,no,2065,yes,yes,-1,0,unknown,fail
32,blue-collar,single,secondary,no,7712,yes,yes,-1,0,unknown,fail
26,technician,single,secondary,no,455,,no,182,8,other,fail
35,management,married,tertiary,no,1471,yes,yes,-1,0,unknown,fail
35,technician,married,secondary,no,0,no,no,-1,0,unknown,fail
45,management,married,secondary,no,625,no,no,-1,0,unknown,fail
37,entrepreneur,married,primary,no,1529,yes,no,-1,0,unknown,fail
40,management,single,tertiary,no,326,yes,no,-1,0,unknown,fail
36,management,single,tertiary,no,219,no,no,196,6,failure,fail
33,technician,single,tertiary,no,2340,no,no,97,3,failure,fail
39,blue-collar,married,primary,no,2133,yes,yes,-1,0,unknown,fail
39,blue-collar,married,primary,no,1005,no,no,-1,0,unknown,fail
53,admin.,married,tertiary,no,5094,no,no,-1,0,unknown,fail
35,technician,married,secondary,yes,-1322,yes,no,-1,0,unknown,fail
29,management,single,tertiary,no,224,yes,no,81,3,failure,success
60,retired,divorced,secondary,no,4243,no,no,-1,0,unknown,success
50,blue-collar,divorced,primary,no,134,no,no,-1,0,unknown,fail
34,blue-collar,single,secondary,no,177,yes,no,-1,0,unknown,fail
45,entrepreneur,married,tertiary,no,20138,yes,no,-1,0,unknown,success
26,services,married,secondary,yes,13,yes,yes,-1,0,unknown,fail
21,unemployed,married,secondary,no,2062,yes,no,-1,0,unknown,fail
50,blue-collar,divorced,secondary,no,204,yes,yes,-1,0,unknown,fail
46,blue-collar,married,secondary,no,137,no,no,-1,0,unknown,fail
37,unemployed,married,tertiary,no,7620,no,no,-1,0,unknown,fail
44,services,married,secondary,no,-254,no,no,-1,0,unknown,fail
57,technician,married,secondary,no,1741,no,no,-1,0,unknown,fail
39,technician,single,secondary,no,1435,no,no,296,19,other,success
62,unknown,married,secondary,no,367,no,no,-1,0,unknown,fail
37,admin.,single,secondary,no,20,yes,no,370,1,failure,fail
27,self-employed,single,tertiary,no,451,no,no,-1,0,unknown,fail
26,self-employed,single,tertiary,no,2857,no,no,-1,0,unknown,success
57,services,married,secondary,no,1433,no,no,-1,0,unknown,fail
26,blue-collar,single,primary,no,16,no,yes,-1,0,,fail
34,admin.,married,secondary,no,0,yes,no,-1,0,unknown,fail
24,student,single,secondary,no,7,yes,no,-1,0,unknown,fail
34,technician,married,tertiary,no,100,no,no,-1,0,unknown,fail
58,retired,married,tertiary,no,3628,no,no,-1,0,unknown,fail
53,technician,married,secondary,no,480,no,no,-1,0,unknown,success
30,admin.,married,secondary,no,46,yes,no,-1,0,unknown,fail
38,blue-collar,married,primary,no,451,yes,no,-1,0,unknown,fail
29,blue-collar,married,secondary,no,723,no,yes,-1,0,unknown,fail
45,management,married,tertiary,no,1363,yes,no,-1,0,unknown,fail
49,management,married,tertiary,no,1105,yes,no,113,2,other,fail
53,blue-collar,single,unknown,no,1555,yes,no,-1,0,unknown,fail
39,services,married,secondary,no,64,no,no,-1,0,unknown,fail
48,blue-collar,married,secondary,no,113,yes,no,318,5,other,fail
45,services,married,secondary,no,759,yes,no,-1,0,unknown,fail
46,services,married,secondary,no,236,no,no,-1,0,unknown,fail
37,blue-collar,single,secondary,no,180,yes,no,-1,0,unknown,fail
46,services,married,secondary,no,997,,no,-1,0,unknown,fail
54,management,married,tertiary,no,11563,yes,no,-1,0,unknown,fail
39,technician,divorced,tertiary,yes,3,no,no,-1,0,unknown,success
43,blue-collar,married,primary,no,1288,yes,no,334,1,failure,fail
39,blue-collar,married,secondary,no,43,no,no,-1,0,unknown,fail
46,blue-collar,single,primary,no,96,yes,no,-1,0,unknown,fail
38,technician,married,secondary,no,257,no,no,-1,0,unknown,fail
44,technician,married,tertiary,no,851,yes,no,-1,0,unknown,fail
37,blue-collar,married,primary,no,310,yes,no,-1,0,unknown,fail
40,technician,divorced,secondary,no,700,yes,yes,-1,0,unknown,fail
43,blue-collar,married,primary,no,2273,yes,no,147,3,failure,fail
50,technician,divorced,secondary,no,0,no,no,-1,0,unknown,fail
32,services,married,secondary,no,1129,yes,no,341,2,failure,success
27,management,single,tertiary,no,7944,yes,no,346,1,other,fail
58,retired,married,secondary,no,35,no,no,-1,0,unknown,fail
32,admin.,divorced,secondary,no,1288,yes,no,-1,0,unknown,fail
56,technician,married,secondary,no,225,yes,no,-1,0,unknown,fail
34,blue-collar,married,primary,no,500,yes,no,-1,0,unknown,fail
36,technician,married,secondary,no,2474,yes,no,-1,0,unknown,fail
45,entrepreneur,married,secondary,no,781,no,yes,126,2,failure,success
37,entrepreneur,married,tertiary,no,1284,yes,no,-1,0,unknown,fail
34,management,married,tertiary,no,362,yes,no,-1,0,unknown,fail
38,unemployed,married,tertiary,no,2812,yes,no,-1,0,unknown,success
33,blue-collar,single,primary,no,1390,yes,no,-1,0,unknown,fail
35,admin.,married,secondary,no,220,yes,no,244,13,failure,fail
46,entrepreneur,single,tertiary,no,1410,yes,no,189,8,failure,fail
53,technician,married,tertiary,no,431,yes,no,-1,0,unknown,fail
43,unemployed,married,primary,no,519,no,no,-1,0,unknown,success
26,technician,divorced,tertiary,no,278,yes,yes,-1,0,unknown,fail
58,unemployed,divorced,secondary,no,7798,no,no,-1,0,unknown,fail
34,entrepreneur,single,secondary,no,318,yes,no,-1,0,unknown,fail
47,services,married,secondary,no,1269,yes,no,253,6,other,fail
44,management,married,tertiary,no,870,yes,yes,369,1,failure,fail
39,management,divorced,tertiary,no,224,yes,no,-1,0,unknown,fail
49,services,married,secondary,no,220,yes,no,-1,0,unknown,fail
32,services,single,secondary,no,335,yes,yes,-1,0,unknown,fail
51,admin.,married,secondary,no,3025,no,no,352,1,other,success
50,services,married,secondary,no,0,yes,no,-1,0,unknown,fail
44,technician,divorced,secondary,no,399,yes,no,-1,0,unknown,fail
29,services,married,secondary,no,489,yes,no,-1,0,unknown,fail
53,unemployed,single,secondary,no,4,no,no,-1,0,unknown,fail
29,management,single,tertiary,no,107,yes,no,-1,0,unknown,fail
29,admin.,single,secondary,no,390,yes,no,-1,0,unknown,fail
47,services,married,primary,no,0,yes,no,-1,0,unknown,fail
31,admin.,single,secondary,no,-302,yes,yes,-1,0,unknown,fail
35,self-employed,married,tertiary,no,1340,no,yes,-1,0,unknown,fail
53,services,divorced,secondary,no,0,no,no,-1,0,unknown,success
59,unemployed,married,tertiary,no,6,yes,no,-1,0,unknown,fail
32,blue-collar,married,primary,no,2114,yes,no,-1,0,unknown,fail
34,admin.,single,secondary,no,-478,yes,yes,-1,0,unknown,fail
33,unemployed,married,secondary,yes,-108,yes,yes,-1,0,unknown,fail
33,management,divorced,tertiary,no,-634,yes,yes,350,1,failure,fail
34,technician,single,tertiary,no,144,yes,yes,85,19,failure,fail
49,blue-collar,married,secondary,no,1854,yes,no,-1,0,unknown,fail
63,retired,married,secondary,no,4752,no,no,-1,0,unknown,success
43,management,married,secondary,no,481,yes,no,110,2,other,fail
48,blue-collar,married,secondary,no,7985,yes,no,347,1,failure,fail
45,blue-collar,single,secondary,no,0,yes,no,165,3,failure,fail
38,services,married,secondary,no,611,yes,yes,-1,0,unknown,fail
39,blue-collar,single,secondary,no,1986,no,yes,-1,0,unknown,fail
53,technician,divorced,secondary,no,45,no,no,-1,0,unknown,fail
31,admin.,married,secondary,no,5,no,no,-1,0,unknown,fail
37,services,married,secondary,no,523,yes,no,-1,0,unknown,fail
37,blue-collar,single,secondary,no,392,yes,no,-1,0,unknown,fail
36,admin.,married,secondary,no,313,yes,no,-1,0,unknown,fail
40,blue-collar,married,secondary,no,1318,yes,no,-1,0,unknown,fail
34,entrepreneur,married,tertiary,no,1076,yes,no,88,10,success,fail
28,student,single,tertiary,no,22,yes,no,-1,0,unknown,success
43,services,single,tertiary,no,126,yes,no,-1,0,unknown,fail
36,services,single,secondary,no,-267,yes,no,352,1,failure,fail
54,technician,married,secondary,no,473,no,yes,81,1,failure,success
39,admin.,married,secondary,yes,0,no,no,-1,0,unknown,fail
40,management,married,tertiary,no,1548,yes,no,-1,0,unknown,fail
37,self-employed,married,tertiary,no,444,yes,no,-1,0,unknown,fail
57,retired,married,primary,no,2927,no,yes,-1,0,unknown,fail
40,entrepreneur,married,tertiary,no,2644,yes,no,133,3,failure,fail
57,technician,married,secondary,no,1144,yes,no,-1,0,unknown,fail
55,services,married,secondary,no,151,yes,no,-1,0,unknown,fail
43,blue-collar,married,secondary,no,667,yes,no,-1,0,unknown,fail
31,technician,single,tertiary,no,696,no,yes,-1,0,unknown,fail
44,blue-collar,married,secondary,no,1147,yes,no,-1,0,unknown,fail
43,services,divorced,unknown,no,-291,yes,no,301,2,failure,fail
33,management,single,tertiary,no,321,no,no,-1,0,unknown,fail
34,management,married,tertiary,no,28,yes,no,-1,0,unknown,fail
35,technician,married,secondary,no,1255,no,no,-1,0,unknown,fail
53,technician,single,secondary,no,0,no,no,-1,0,unknown,fail
41,housemaid,married,primary,no,1529,no,no,-1,0,unknown,fail
40,blue-collar,married,secondary,no,3765,yes,no,-1,0,unknown,fail
45,services,married,secondary,no,4060,yes,no,-1,0,unknown,fail
60,retired,divorced,primary,no,1327,yes,yes,-1,0,unknown,fail
32,management,single,tertiary,no,41,no,no,-1,0,unknown,success
50,blue-collar,married,secondary,no,289,no,no,-1,0,unknown,fail
29,technician,single,secondary,no,3851,no,no,-1,0,unknown,fail
41,services,married,secondary,no,714,yes,yes,-1,0,unknown,fail
42,blue-collar,married,secondary,no,3068,,yes,-1,0,unknown,fail
32,management,divorced,tertiary,no,874,no,no,101,6,success,fail
36,entrepreneur,divorced,secondary,no,2996,yes,no,-1,0,unknown,fail
51,entrepreneur,married,tertiary,no,3188,yes,yes,-1,0,unknown,fail
52,self-employed,married,tertiary,no,730,yes,no,-1,0,unknown,fail
35,management,single,tertiary,no,3000,yes,no,-1,0,unknown,fail
52,blue-collar,married,secondary,no,0,no,no,-1,0,unknown,fail
26,blue-collar,single,secondary,no,-32,yes,yes,-1,0,unknown,fail
42,services,married,secondary,no,714,yes,yes,358,5,failure,fail
28,services,single,secondary,no,198,no,no,-1,0,unknown,fail
27,entrepreneur,married,secondary,no,554,yes,no,-1,0,unknown,fail
31,blue-collar,married,secondary,no,1407,yes,no,-1,0,unknown,fail
32,management,married,secondary,no,134,yes,yes,-1,0,unknown,success
54,management,married,unknown,no,24,no,no,-1,0,unknown,fail
41,technician,single,secondary,no,2919,yes,no,-1,0,unknown,fail
36,management,single,tertiary,no,317,no,no,-1,0,unknown,fail
28,blue-collar,single,primary,no,54,yes,no,371,1,other,success
31,technician,single,tertiary,no,1710,yes,no,-1,0,unknown,fail
56,housemaid,married,secondary,no,619,yes,no,-1,0,unknown,fail
37,blue-collar,married,secondary,no,1165,yes,no,173,7,failure,fail
32,blue-collar,single,primary,no,12198,yes,no,-1,0,unknown,success
39,management,divorced,tertiary,no,81,,yes,-1,0,unknown,fail
39,admin.,divorced,tertiary,no,1176,no,no,-1,0,unknown,fail
35,technician,single,secondary,no,1001,no,yes,-1,0,unknown,fail
52,housemaid,divorced,primary,no,337,no,no,-1,0,unknown,fail
44,technician,divorced,secondary,no,752,yes,no,-1,0,unknown,fail
39,blue-collar,divorced,unknown,no,463,yes,no,-1,0,unknown,fail
32,blue-collar,married,secondary,no,210,yes,no,364,1,other,fail
25,services,single,secondary,no,505,no,no,-1,0,unknown,success
37,technician,divorced,secondary,no,141,yes,no,364,3,failure,success
32,self-employed,married,secondary,no,-33,yes,no,355,3,failure,fail
28,student,single,secondary,no,2351,no,no,-1,0,unknown,success
32,admin.,single,secondary,no,2817,yes,no,-1,0,unknown,fail
43,technician,married,secondary,no,136,no,no,-1,0,unknown,success
38,entrepreneur,single,tertiary,no,-281,yes,no,-1,0,unknown,fail
57,technician,married,secondary,no,253,no,yes,-1,0,unknown,fail
34,blue-collar,married,primary,no,-20,yes,no,-1,0,unknown,fail
30,management,single,tertiary,no,232,no,no,91,1,success,success
36,management,married,tertiary,no,539,no,no,-1,0,unknown,fail
54,management,married,tertiary,no,2960,yes,no,-1,0,unknown,fail
24,technician,single,primary,no,126,yes,no,-1,0,unknown,fail
39,management,married,tertiary,no,8195,no,no,-1,0,unknown,fail
26,admin.,single,secondary,no,1327,no,no,-1,0,unknown,fail
34,management,married,tertiary,no,3167,yes,yes,-1,0,unknown,fail
50,blue-collar,married,primary,no,180,yes,no,-1,0,unknown,fail
53,housemaid,married,primary,yes,42,no,no,-1,0,unknown,fail
59,technician,married,secondary,no,259,no,no,89,1,success,success
35,unemployed,married,tertiary,no,226,no,no,-1,0,unknown,fail
40,unemployed,divorced,secondary,no,0,no,no,-1,0,unknown,fail
33,technician,married,secondary,no,-1040,yes,yes,-1,0,unknown,fail
51,technician,married,secondary,no,113,no,no,-1,0,unknown,fail
45,services,married,secondary,no,0,no,yes,-1,0,unknown,fail
32,admin.,married,secondary,no,1785,yes,no,154,6,other,fail
45,blue-collar,married,secondary,no,-258,yes,no,-1,0,unknown,fail
31,admin.,single,secondary,no,1016,yes,no,-1,0,unknown,fail
51,management,divorced,tertiary,no,323,yes,no,-1,0,unknown,fail
31,management,married,tertiary,no,1331,no,no,-1,0,unknown,success
44,blue-collar,single,unknown,no,4330,no,no,-1,0,unknown,fail
33,technician,married,secondary,no,1026,no,no,1,5,failure,fail
39,blue-collar,married,unknown,no,2952,yes,no,-1,0,unknown,fail
32,management,married,tertiary,no,272,yes,no,209,1,failure,fail
56,retired,married,secondary,no,344,yes,no,-1,0,unknown,fail
29,technician,single,tertiary,no,323,no,no,-1,0,unknown,fail
59,retired,married,primary,no,1115,no,no,-1,0,unknown,success
40,management,single,tertiary,no,1265,yes,no,-1,0,unknown,fail
40,technician,divorced,secondary,no,300,yes,yes,-1,0,unknown,fail
50,management,married,tertiary,no,5969,no,no,544,2,failure,success
58,housemaid,married,tertiary,no,497,no,no,-1,0,unknown,fail
41,management,divorced,tertiary,no,3355,no,no,500,1,failure,fail
53,management,married,tertiary,no,490,yes,no,-1,0,unknown,fail
59,services,married,primary,no,64,yes,yes,-1,0,unknown,fail
25,services,married,secondary,no,0,yes,no,-1,0,unknown,success
36,technician,single,secondary,no,-15,yes,no,-1,0,unknown,fail
42,blue-collar,married,secondary,no,790,yes,no,-1,0,unknown,fail
25,admin.,married,secondary,no,18,yes,no,-1,0,unknown,fail
44,technician,married,secondary,no,111,yes,yes,-1,0,unknown,fail
32,technician,divorced,tertiary,no,75,no,no,256,9,failure,fail
35,unemployed,married,primary,no,8489,yes,no,-1,0,unknown,fail
45,blue-collar,married,primary,no,970,yes,no,-1,0,unknown,fail
30,services,married,primary,no,1015,yes,no,113,8,failure,fail
45,blue-collar,married,secondary,no,2429,yes,no,-1,0,unknown,fail
28,technician,married,tertiary,no,858,yes,no,-1,0,unknown,fail
36,blue-collar,divorced,secondary,no,421,yes,no,360,4,other,fail
38,technician,married,secondary,no,13,no,no,-1,0,unknown,fail
54,management,married,tertiary,no,1331,no,no,-1,0,unknown,fail
30,management,married,tertiary,no,10639,no,no,-1,0,unknown,fail
32,services,married,unknown,no,23,no,no,-1,0,unknown,fail
35,management,single,tertiary,no,643,yes,no,-1,0,unknown,fail
41,management,single,tertiary,no,0,no,no,-1,0,unknown,fail
54,admin.,single,secondary,no,1958,no,no,206,6,failure,fail
29,technician,single,tertiary,no,2893,yes,no,-1,0,unknown,fail
35,unemployed,married,primary,no,3,no,no,-1,0,,fail
29,management,married,tertiary,no,135,no,no,-1,0,unknown,fail
35,technician,married,secondary,no,-706,yes,yes,-1,0,unknown,fail
39,admin.,divorced,secondary,no,442,yes,no,257,2,other,fail
32,blue-collar,married,secondary,no,-230,yes,no,-1,0,unknown,fail
33,management,single,tertiary,no,1011,yes,no,-1,0,unknown,fail
46,blue-collar,married,secondary,no,3547,no,no,-1,0,unknown,fail
32,blue-collar,single,secondary,no,127,yes,no,-1,0,unknown,fail
34,services,married,secondary,no,1182,yes,no,-1,0,unknown,fail
48,entrepreneur,married,tertiary,no,313,yes,no,-1,0,unknown,fail
41,services,married,secondary,no,1141,yes,no,247,1,failure,fail
48,admin.,married,secondary,no,3754,yes,no,-1,0,unknown,fail
37,blue-collar,married,secondary,no,790,no,no,-1,0,unknown,fail
37,management,married,tertiary,no,165,no,no,83,1,other,fail
39,management,married,tertiary,no,225,yes,no,-1,0,unknown,fail
28,services,married,secondary,no,468,yes,yes,-1,0,unknown,fail
28,blue-collar,married,unknown,no,486,yes,no,-1,0,unknown,fail
36,management,married,tertiary,no,530,no,no,-1,0,unknown,fail
27,admin.,single,secondary,no,428,no,yes,-1,0,unknown,fail
35,unemployed,married,secondary,no,1,yes,no,-1,0,unknown,fail
51,admin.,married,secondary,no,1535,no,no,-1,0,unknown,fail
30,admin.,single,secondary,no,10735,no,no,-1,0,unknown,fail
29,unemployed,single,tertiary,no,70,no,no,-1,0,unknown,success
33,management,married,tertiary,no,73,yes,no,-1,0,unknown,fail
57,blue-collar,married,primary,no,1075,no,no,-1,0,unknown,fail
28,admin.,single,secondary,no,1842,yes,no,-1,0,unknown,fail
39,services,single,primary,no,471,yes,no,362,1,failure,fail
40,services,married,secondary,no,879,yes,yes,-1,0,unknown,fail
39,technician,single,secondary,no,2,yes,yes,-1,0,unknown,fail
31,management,single,tertiary,no,-26,yes,yes,-1,0,unknown,fail
27,technician,single,secondary,no,1842,yes,yes,300,1,failure,fail
34,blue-collar,married,primary,no,602,yes,no,-1,0,unknown,fail
32,management,single,tertiary,no,506,no,no,-1,0,unknown,success
44,management,single,tertiary,no,-1313,yes,yes,-1,0,unknown,fail
50,management,married,unknown,no,3304,no,no,-1,0,unknown,fail
48,admin.,single,secondary,no,6627,yes,no,-1,0,unknown,fail
32,services,single,secondary,no,6983,no,no,-1,0,unknown,success
44,admin.,married,secondary,no,248,no,no,-1,0,unknown,fail
59,retired,married,secondary,no,997,no,yes,-1,0,unknown,fail
43,blue-collar,married,primary,no,1,yes,yes,-1,0,unknown,fail
